step,policy_arm_delta,command_arm_delta,observed_arm_delta,policy_gripper_delta,command_gripper_delta,observed_gripper_delta,command_arm_delta_change,command_gripper_delta_change,command_follow_error_arm,command_follow_error_gripper,target_period_sec,step_elapsed_sec,control_overrun
118,0.15300717949867249,0.015000000596046448,0.0023481398820877075,0.0,0.0,0.0,0.0022667646408081055,0.0,0.01266816258430481,0.0,0.04,0.040052299038507044,True
119,0.15067534148693085,0.015000000596046448,0.002358362078666687,0.0,0.0,0.0,0.0012062788009643555,0.0,0.012643977999687195,0.0,0.04,0.03961001499556005,False
120,0.14831697940826416,0.015000000596046448,0.002422541379928589,0.0,0.0,0.0,0.0008997917175292969,0.0,0.012582778930664062,0.0,0.04,0.039384217001497746,False
121,0.14589443802833557,0.015000000596046448,0.0023643970489501953,0.0,0.0,0.0,0.0007424354553222656,0.0,0.012637659907341003,0.0,0.04,0.03941676206886768,False
122,0.14353209733963013,0.015000000596046448,0.0023300200700759888,0.0,0.0,0.0,0.0006223917007446289,0.0,0.012671142816543579,0.0,0.04,0.03905756596941501,False
123,0.14120323956012726,0.015000000596046448,0.0025799721479415894,0.0,0.0,0.0,0.0005230903625488281,0.0,0.012421250343322754,0.0,0.04,0.04301842208951712,True
124,0.13862326741218567,0.015000000596046448,0.0020918846130371094,0.0,0.0,0.0,0.00047957897186279297,0.0,0.01290823519229889,0.0,0.04,0.0357935531064868,False
125,0.13653148710727692,0.015000000596046448,0.002809658646583557,0.0,0.0,0.0,0.00032973289489746094,0.0,0.012190774083137512,0.0,0.04,0.04442903806921095,True
126,0.13372226059436798,0.015000000596046448,0.002589493989944458,0.0,0.0,0.0,0.0003666877746582031,0.0,0.012410745024681091,0.0,0.04,0.04298574000131339,True
127,0.13113276660442352,0.015000000596046448,0.002512216567993164,0.0,0.0,0.0,0.0002752542495727539,0.0,0.012488037347793579,0.0,0.04,0.043785808025859296,True
128,0.1286207139492035,0.015000000596046448,0.0031066536903381348,0.0,0.0,0.0,0.00022745132446289062,0.0,0.011893510818481445,0.0,0.04,0.05145637399982661,True
129,0.1255141794681549,0.015000000596046448,0.0027958303689956665,0.0,0.0,0.0,0.00021839141845703125,0.0,0.01220424473285675,0.0,0.04,0.047513425000943244,True
130,0.12271834909915924,0.015000000596046448,0.0025523900985717773,0.0,0.0,0.0,0.0001621246337890625,0.0,0.012447729706764221,0.0,0.04,0.043959486996755004,True
131,0.12016607820987701,0.015000000596046448,0.002707764506340027,0.0,0.0,0.0,0.00012171268463134766,0.0,0.01229238510131836,0.0,0.04,0.043661199044436216,True
132,0.06626828014850616,0.014999985694885254,0.002892613410949707,0.001732945442199707,0.001732945442199707,0.001732945442199707,0.003999993205070496,0.001732945442199707,0.012107372283935547,0.0,0.04,0.047688009100966156,True
133,0.027307838201522827,0.014999985694885254,0.0023397207260131836,0.00857698917388916,0.00857698917388916,0.00857698917388916,0.003999999724328518,0.00857698917388916,0.012966692447662354,0.0,0.04,0.03928535396698862,False
134,0.06881195306777954,0.014999985694885254,0.0022476911544799805,0.0024460554122924805,0.0024460554122924805,0.0024460554122924805,0.004000000189989805,0.010992348194122314,0.013233780860900879,0.0,0.04,0.043709238059818745,True
135,0.10255807638168335,0.015000000596046448,0.003143519163131714,0.002712070941925049,0.002712070941925049,0.002712070941925049,0.004000000189989805,0.005158126354217529,0.014267653226852417,0.0,0.04,0.03967973205726594,False
136,0.14280501008033752,0.015000000596046448,0.0031063109636306763,0.004263043403625488,0.004263043403625488,0.004263043403625488,0.004000000189989805,0.004860341548919678,0.011908367276191711,0.0,0.04,0.04748694004956633,True
